*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-30
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	1.000	7.81E-02	3.79E-02	2.38E-02	5.02E-03	2.94E-03	8.18E-03	1.65E-02	1.04E-02
0.100	1.200	7.71E-02	4.03E-02	2.54E-02	5.02E-03	2.94E-03	5.68E-03	1.77E-02	1.12E-02
0.100	1.400	7.66E-02	4.21E-02	2.66E-02	5.02E-03	2.94E-03	3.99E-03	1.85E-02	1.18E-02
0.100	1.600	7.64E-02	4.34E-02	2.74E-02	5.02E-03	2.94E-03	2.83E-03	1.92E-02	1.22E-02
0.100	1.800	7.64E-02	4.43E-02	2.80E-02	5.02E-03	2.94E-03	2.03E-03	1.96E-02	1.25E-02
0.100	2.000	7.63E-02	4.49E-02	2.84E-02	5.02E-03	2.94E-03	1.46E-03	1.99E-02	1.27E-02
0.100	2.500	7.62E-02	4.58E-02	2.90E-02	5.02E-03	2.94E-03	6.91E-04	2.04E-02	1.30E-02
0.100	3.000	7.62E-02	4.62E-02	2.93E-02	5.02E-03	2.94E-03	3.59E-04	2.06E-02	1.32E-02
0.100	4.000	7.62E-02	4.65E-02	2.95E-02	5.02E-03	2.94E-03	1.30E-04	2.07E-02	1.33E-02
0.100	5.000	7.62E-02	4.65E-02	2.95E-02	5.02E-03	2.94E-03	7.82E-05	2.07E-02	1.33E-02
0.100	7.000	7.62E-02	4.66E-02	2.96E-02	5.02E-03	2.94E-03	3.30E-05	2.08E-02	1.33E-02
0.100	10.000	7.62E-02	4.66E-02	2.96E-02	5.02E-03	2.94E-03	1.19E-05	2.08E-02	1.33E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M6-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.44E-01	7.72E-03	1.24E-02	2.94E-03	5.02E-03	1.12E-01	2.39E-03	3.70E-03
0.100	0.100	2.08E-01	8.29E-03	1.34E-02	2.94E-03	5.02E-03	9.32E-02	2.67E-03	4.17E-03
0.100	0.120	1.84E-01	8.83E-03	1.43E-02	2.94E-03	5.02E-03	8.04E-02	2.95E-03	4.63E-03
0.100	0.130	1.74E-01	9.09E-03	1.47E-02	2.94E-03	5.02E-03	7.53E-02	3.08E-03	4.85E-03
0.100	0.150	1.59E-01	9.62E-03	1.56E-02	2.94E-03	5.02E-03	6.70E-02	3.34E-03	5.28E-03
0.100	0.180	1.42E-01	1.04E-02	1.69E-02	2.94E-03	5.02E-03	5.76E-02	3.71E-03	5.92E-03
0.100	0.200	1.34E-01	1.09E-02	1.77E-02	2.94E-03	5.02E-03	5.28E-02	3.96E-03	6.33E-03
0.100	0.250	1.19E-01	1.20E-02	1.96E-02	2.94E-03	5.02E-03	4.36E-02	4.53E-03	7.31E-03
0.100	0.300	1.09E-01	1.31E-02	2.15E-02	2.94E-03	5.02E-03	3.70E-02	5.09E-03	8.25E-03
0.100	0.400	9.63E-02	1.52E-02	2.50E-02	2.94E-03	5.02E-03	2.81E-02	6.11E-03	9.97E-03
0.100	0.500	8.92E-02	1.70E-02	2.80E-02	2.94E-03	5.02E-03	2.21E-02	7.03E-03	1.15E-02
0.100	0.600	8.50E-02	1.87E-02	3.08E-02	2.94E-03	5.02E-03	1.78E-02	7.86E-03	1.29E-02
0.100	0.800	8.05E-02	2.14E-02	3.53E-02	2.94E-03	5.02E-03	1.19E-02	9.25E-03	1.51E-02
0.100	1.000	7.84E-02	2.35E-02	3.86E-02	2.94E-03	5.02E-03	8.15E-03	1.03E-02	1.68E-02
0.100	1.200	7.75E-02	2.51E-02	4.11E-02	2.94E-03	5.02E-03	5.65E-03	1.11E-02	1.80E-02
0.100	1.400	7.71E-02	2.63E-02	4.29E-02	2.94E-03	5.02E-03	3.97E-03	1.17E-02	1.89E-02
0.100	1.600	7.69E-02	2.71E-02	4.41E-02	2.94E-03	5.02E-03	2.82E-03	1.21E-02	1.96E-02
0.100	1.800	7.67E-02	2.77E-02	4.50E-02	2.94E-03	5.02E-03	2.01E-03	1.24E-02	2.00E-02
0.100	2.000	7.67E-02	2.81E-02	4.57E-02	2.94E-03	5.02E-03	1.46E-03	1.26E-02	2.03E-02
0.100	2.500	7.66E-02	2.87E-02	4.66E-02	2.94E-03	5.02E-03	6.92E-04	1.29E-02	2.08E-02
0.100	3.000	7.66E-02	2.89E-02	4.70E-02	2.94E-03	5.02E-03	3.55E-04	1.30E-02	2.10E-02
0.100	4.000	7.66E-02	2.91E-02	4.72E-02	2.94E-03	5.02E-03	1.31E-04	1.31E-02	2.11E-02
0.100	5.000	7.66E-02	2.92E-02	4.73E-02	2.94E-03	5.02E-03	7.99E-05	1.31E-02	2.11E-02
0.100	7.000	7.66E-02	2.92E-02	4.73E-02	2.94E-03	5.02E-03	3.31E-05	1.31E-02	2.12E-02
0.100	10.000	7.66E-02	2.92E-02	4.74E-02	2.94E-03	5.02E-03	1.21E-05	1.31E-02	2.12E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M7-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	5.02E-03	3.44E-02	2.08E-03	1.72E-02	1.06E-01	1.47E-03	8.58E-03
0.100	0.100	2.16E-01	5.43E-03	3.74E-02	2.08E-03	1.72E-02	8.67E-02	1.68E-03	1.01E-02
0.100	0.120	1.93E-01	5.83E-03	4.03E-02	2.08E-03	1.72E-02	7.36E-02	1.88E-03	1.15E-02
0.100	0.130	1.84E-01	6.03E-03	4.17E-02	2.08E-03	1.72E-02	6.84E-02	1.98E-03	1.22E-02
0.100	0.150	1.71E-01	6.41E-03	4.44E-02	2.08E-03	1.72E-02	5.99E-02	2.17E-03	1.36E-02
0.100	0.180	1.56E-01	6.96E-03	4.83E-02	2.08E-03	1.72E-02	5.02E-02	2.44E-03	1.55E-02
0.100	0.200	1.48E-01	7.32E-03	5.07E-02	2.08E-03	1.72E-02	4.52E-02	2.62E-03	1.67E-02
0.100	0.250	1.36E-01	8.17E-03	5.59E-02	2.08E-03	1.72E-02	3.58E-02	3.04E-03	1.93E-02
0.100	0.300	1.28E-01	8.94E-03	6.06E-02	2.08E-03	1.72E-02	2.93E-02	3.43E-03	2.17E-02
0.100	0.400	1.20E-01	1.03E-02	6.83E-02	2.08E-03	1.72E-02	2.06E-02	4.11E-03	2.55E-02
0.100	0.500	1.16E-01	1.14E-02	7.40E-02	2.08E-03	1.72E-02	1.52E-02	4.66E-03	2.84E-02
0.100	0.600	1.14E-01	1.23E-02	7.83E-02	2.08E-03	1.72E-02	1.15E-02	5.10E-03	3.06E-02
0.100	0.800	1.12E-01	1.35E-02	8.42E-02	2.08E-03	1.72E-02	7.07E-03	5.72E-03	3.35E-02
0.100	1.000	1.11E-01	1.43E-02	8.77E-02	2.08E-03	1.72E-02	4.55E-03	6.12E-03	3.53E-02
0.100	1.200	1.11E-01	1.48E-02	8.99E-02	2.08E-03	1.72E-02	3.05E-03	6.38E-03	3.64E-02
0.100	1.400	1.11E-01	1.52E-02	9.14E-02	2.08E-03	1.72E-02	2.09E-03	6.55E-03	3.71E-02
0.100	1.600	1.11E-01	1.54E-02	9.23E-02	2.08E-03	1.72E-02	1.47E-03	6.66E-03	3.76E-02
0.100	1.800	1.11E-01	1.56E-02	9.30E-02	2.08E-03	1.72E-02	1.07E-03	6.74E-03	3.79E-02
0.100	2.000	1.11E-01	1.57E-02	9.33E-02	2.08E-03	1.72E-02	7.91E-04	6.79E-03	3.80E-02
0.100	2.500	1.11E-01	1.58E-02	9.39E-02	2.08E-03	1.72E-02	4.05E-04	6.87E-03	3.84E-02
0.100	3.000	1.11E-01	1.59E-02	9.42E-02	2.08E-03	1.72E-02	2.21E-04	6.91E-03	3.85E-02
0.100	4.000	1.11E-01	1.59E-02	9.44E-02	2.08E-03	1.72E-02	1.01E-04	6.93E-03	3.86E-02
0.100	5.000	1.11E-01	1.60E-02	9.44E-02	2.08E-03	1.72E-02	7.66E-05	6.94E-03	3.86E-02
0.100	7.000	1.11E-01	1.60E-02	9.45E-02	2.08E-03	1.72E-02	2.50E-05	6.95E-03	3.86E-02
0.100	10.000	1.11E-01	1.60E-02	9.45E-02	2.08E-03	1.72E-02	1.53E-05	6.96E-03	3.86E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M5-M4 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	3.31E-02	6.60E-03	1.72E-02	2.94E-03	1.05E-01	7.97E-03	1.83E-03
0.100	0.100	2.16E-01	3.60E-02	7.16E-03	1.72E-02	2.94E-03	8.65E-02	9.42E-03	2.11E-03
0.100	0.120	1.93E-01	3.88E-02	7.69E-03	1.72E-02	2.94E-03	7.33E-02	1.08E-02	2.38E-03
0.100	0.130	1.84E-01	4.01E-02	7.98E-03	1.72E-02	2.94E-03	6.80E-02	1.15E-02	2.52E-03
0.100	0.150	1.70E-01	4.27E-02	8.52E-03	1.72E-02	2.94E-03	5.95E-02	1.28E-02	2.79E-03
0.100	0.180	1.55E-01	4.63E-02	9.30E-03	1.72E-02	2.94E-03	4.98E-02	1.46E-02	3.18E-03
0.100	0.200	1.48E-01	4.86E-02	9.80E-03	1.72E-02	2.94E-03	4.48E-02	1.57E-02	3.43E-03
0.100	0.250	1.35E-01	5.33E-02	1.10E-02	1.72E-02	2.94E-03	3.54E-02	1.80E-02	4.03E-03
0.100	0.300	1.27E-01	5.76E-02	1.21E-02	1.72E-02	2.94E-03	2.88E-02	2.02E-02	4.58E-03
0.100	0.400	1.19E-01	6.47E-02	1.40E-02	1.72E-02	2.94E-03	2.00E-02	2.38E-02	5.55E-03
0.100	0.500	1.15E-01	7.00E-02	1.56E-02	1.72E-02	2.94E-03	1.46E-02	2.64E-02	6.32E-03
0.100	0.600	1.13E-01	7.40E-02	1.69E-02	1.72E-02	2.94E-03	1.08E-02	2.84E-02	6.96E-03
0.100	0.800	1.11E-01	7.96E-02	1.86E-02	1.72E-02	2.94E-03	6.33E-03	3.12E-02	7.84E-03
0.100	1.000	1.10E-01	8.28E-02	1.97E-02	1.72E-02	2.94E-03	3.83E-03	3.28E-02	8.38E-03
0.100	1.200	1.10E-01	8.47E-02	2.04E-02	1.72E-02	2.94E-03	2.41E-03	3.38E-02	8.72E-03
0.100	1.400	1.10E-01	8.60E-02	2.08E-02	1.72E-02	2.94E-03	1.57E-03	3.44E-02	8.93E-03
0.100	1.600	1.10E-01	8.67E-02	2.11E-02	1.72E-02	2.94E-03	1.05E-03	3.48E-02	9.06E-03
0.100	1.800	1.10E-01	8.72E-02	2.12E-02	1.72E-02	2.94E-03	7.27E-04	3.50E-02	9.14E-03
0.100	2.000	1.10E-01	8.74E-02	2.13E-02	1.72E-02	2.94E-03	5.23E-04	3.51E-02	9.19E-03
0.100	2.500	1.10E-01	8.79E-02	2.15E-02	1.72E-02	2.94E-03	2.45E-04	3.53E-02	9.26E-03
0.100	3.000	1.10E-01	8.80E-02	2.16E-02	1.72E-02	2.94E-03	1.46E-04	3.54E-02	9.30E-03
0.100	4.000	1.10E-01	8.81E-02	2.16E-02	1.72E-02	2.94E-03	8.84E-05	3.54E-02	9.31E-03
0.100	5.000	1.10E-01	8.81E-02	2.16E-02	1.72E-02	2.94E-03	4.16E-05	3.55E-02	9.32E-03
0.100	7.000	1.10E-01	8.82E-02	2.16E-02	1.72E-02	2.94E-03	1.68E-05	3.55E-02	9.33E-03
0.100	10.000	1.10E-01	8.81E-02	2.16E-02	1.72E-02	2.94E-03	8.45E-06	3.55E-02	9.32E-03
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M6-M4 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.44E-01	1.17E-02	1.16E-02	5.02E-03	5.02E-03	1.11E-01	3.33E-03	3.29E-03
0.100	0.100	2.09E-01	1.26E-02	1.25E-02	5.02E-03	5.02E-03	9.19E-02	3.78E-03	3.73E-03
0.100	0.120	1.85E-01	1.35E-02	1.34E-02	5.02E-03	5.02E-03	7.90E-02	4.21E-03	4.17E-03
0.100	0.130	1.75E-01	1.39E-02	1.38E-02	5.02E-03	5.02E-03	7.39E-02	4.43E-03	4.39E-03
0.100	0.150	1.60E-01	1.47E-02	1.46E-02	5.02E-03	5.02E-03	6.55E-02	4.84E-03	4.81E-03
0.100	0.180	1.44E-01	1.59E-02	1.59E-02	5.02E-03	5.02E-03	5.59E-02	5.45E-03	5.43E-03
0.100	0.200	1.35E-01	1.67E-02	1.67E-02	5.02E-03	5.02E-03	5.10E-02	5.85E-03	5.84E-03
0.100	0.250	1.20E-01	1.86E-02	1.86E-02	5.02E-03	5.02E-03	4.16E-02	6.78E-03	6.81E-03
0.100	0.300	1.11E-01	2.04E-02	2.05E-02	5.02E-03	5.02E-03	3.49E-02	7.69E-03	7.75E-03
0.100	0.400	9.91E-02	2.37E-02	2.39E-02	5.02E-03	5.02E-03	2.57E-02	9.33E-03	9.45E-03
0.100	0.500	9.27E-02	2.66E-02	2.69E-02	5.02E-03	5.02E-03	1.96E-02	1.08E-02	1.09E-02
0.100	0.600	8.91E-02	2.91E-02	2.95E-02	5.02E-03	5.02E-03	1.52E-02	1.20E-02	1.22E-02
0.100	0.800	8.55E-02	3.31E-02	3.36E-02	5.02E-03	5.02E-03	9.44E-03	1.40E-02	1.43E-02
0.100	1.000	8.41E-02	3.58E-02	3.64E-02	5.02E-03	5.02E-03	5.95E-03	1.54E-02	1.57E-02
0.100	1.200	8.36E-02	3.77E-02	3.83E-02	5.02E-03	5.02E-03	3.81E-03	1.63E-02	1.66E-02
0.100	1.400	8.34E-02	3.89E-02	3.96E-02	5.02E-03	5.02E-03	2.48E-03	1.69E-02	1.73E-02
0.100	1.600	8.33E-02	3.97E-02	4.04E-02	5.02E-03	5.02E-03	1.62E-03	1.73E-02	1.77E-02
0.100	1.800	8.33E-02	4.02E-02	4.09E-02	5.02E-03	5.02E-03	1.10E-03	1.76E-02	1.79E-02
0.100	2.000	8.32E-02	4.05E-02	4.12E-02	5.02E-03	5.02E-03	7.78E-04	1.77E-02	1.81E-02
0.100	2.500	8.32E-02	4.09E-02	4.17E-02	5.02E-03	5.02E-03	3.34E-04	1.79E-02	1.83E-02
0.100	3.000	8.33E-02	4.11E-02	4.18E-02	5.02E-03	5.02E-03	1.68E-04	1.80E-02	1.84E-02
0.100	4.000	8.32E-02	4.11E-02	4.19E-02	5.02E-03	5.02E-03	1.07E-04	1.81E-02	1.84E-02
0.100	5.000	8.32E-02	4.12E-02	4.19E-02	5.02E-03	5.02E-03	5.26E-05	1.81E-02	1.85E-02
0.100	7.000	8.32E-02	4.12E-02	4.20E-02	5.02E-03	5.02E-03	1.72E-05	1.81E-02	1.85E-02
0.100	10.000	8.32E-02	4.12E-02	4.20E-02	5.02E-03	5.02E-03	1.08E-05	1.81E-02	1.85E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M7-M4 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	6.76E-03	3.36E-02	2.94E-03	1.72E-02	1.05E-01	1.91E-03	8.22E-03
0.100	0.100	2.16E-01	7.32E-03	3.66E-02	2.94E-03	1.72E-02	8.63E-02	2.19E-03	9.71E-03
0.100	0.120	1.94E-01	7.87E-03	3.95E-02	2.94E-03	1.72E-02	7.31E-02	2.46E-03	1.12E-02
0.100	0.130	1.85E-01	8.13E-03	4.09E-02	2.94E-03	1.72E-02	6.79E-02	2.59E-03	1.18E-02
0.100	0.150	1.71E-01	8.66E-03	4.36E-02	2.94E-03	1.72E-02	5.93E-02	2.86E-03	1.32E-02
0.100	0.180	1.56E-01	9.41E-03	4.73E-02	2.94E-03	1.72E-02	4.96E-02	3.24E-03	1.51E-02
0.100	0.200	1.49E-01	9.90E-03	4.97E-02	2.94E-03	1.72E-02	4.46E-02	3.48E-03	1.63E-02
0.100	0.250	1.36E-01	1.10E-02	5.51E-02	2.94E-03	1.72E-02	3.52E-02	4.05E-03	1.90E-02
0.100	0.300	1.29E-01	1.21E-02	5.98E-02	2.94E-03	1.72E-02	2.85E-02	4.59E-03	2.13E-02
0.100	0.400	1.21E-01	1.40E-02	6.73E-02	2.94E-03	1.72E-02	1.98E-02	5.52E-03	2.51E-02
0.100	0.500	1.17E-01	1.54E-02	7.28E-02	2.94E-03	1.72E-02	1.43E-02	6.25E-03	2.78E-02
0.100	0.600	1.15E-01	1.66E-02	7.70E-02	2.94E-03	1.72E-02	1.06E-02	6.84E-03	2.99E-02
0.100	0.800	1.13E-01	1.83E-02	8.26E-02	2.94E-03	1.72E-02	6.14E-03	7.67E-03	3.27E-02
0.100	1.000	1.13E-01	1.93E-02	8.58E-02	2.94E-03	1.72E-02	3.72E-03	8.17E-03	3.43E-02
0.100	1.200	1.12E-01	1.99E-02	8.78E-02	2.94E-03	1.72E-02	2.35E-03	8.48E-03	3.53E-02
0.100	1.400	1.12E-01	2.03E-02	8.90E-02	2.94E-03	1.72E-02	1.53E-03	8.67E-03	3.59E-02
0.100	1.600	1.12E-01	2.06E-02	8.97E-02	2.94E-03	1.72E-02	1.04E-03	8.81E-03	3.63E-02
0.100	1.800	1.13E-01	2.07E-02	9.03E-02	2.94E-03	1.72E-02	7.11E-04	8.90E-03	3.66E-02
0.100	2.000	1.12E-01	2.08E-02	9.04E-02	2.94E-03	1.72E-02	5.12E-04	8.93E-03	3.66E-02
0.100	2.500	1.12E-01	2.10E-02	9.08E-02	2.94E-03	1.72E-02	2.41E-04	9.01E-03	3.68E-02
0.100	3.000	1.12E-01	2.10E-02	9.10E-02	2.94E-03	1.72E-02	1.44E-04	9.04E-03	3.69E-02
0.100	4.000	1.12E-01	2.10E-02	9.10E-02	2.94E-03	1.72E-02	8.75E-05	9.05E-03	3.69E-02
0.100	5.000	1.12E-01	2.11E-02	9.11E-02	2.94E-03	1.72E-02	4.13E-05	9.06E-03	3.70E-02
0.100	7.000	1.12E-01	2.11E-02	9.13E-02	2.94E-03	1.72E-02	1.62E-05	9.08E-03	3.71E-02
0.100	10.000	1.12E-01	2.11E-02	9.11E-02	2.94E-03	1.72E-02	8.42E-06	9.06E-03	3.69E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M6-M5 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	3.21E-02	1.04E-02	1.72E-02	5.02E-03	1.04E-01	7.44E-03	2.69E-03
0.100	0.100	2.17E-01	3.49E-02	1.13E-02	1.72E-02	5.02E-03	8.54E-02	8.87E-03	3.14E-03
0.100	0.120	1.94E-01	3.77E-02	1.22E-02	1.72E-02	5.02E-03	7.21E-02	1.02E-02	3.58E-03
0.100	0.130	1.85E-01	3.90E-02	1.26E-02	1.72E-02	5.02E-03	6.69E-02	1.09E-02	3.80E-03
0.100	0.150	1.71E-01	4.15E-02	1.35E-02	1.72E-02	5.02E-03	5.82E-02	1.22E-02	4.24E-03
0.100	0.180	1.57E-01	4.51E-02	1.47E-02	1.72E-02	5.02E-03	4.84E-02	1.40E-02	4.85E-03
0.100	0.200	1.49E-01	4.74E-02	1.56E-02	1.72E-02	5.02E-03	4.33E-02	1.51E-02	5.28E-03
0.100	0.250	1.37E-01	5.24E-02	1.75E-02	1.72E-02	5.02E-03	3.36E-02	1.76E-02	6.23E-03
0.100	0.300	1.30E-01	5.66E-02	1.93E-02	1.72E-02	5.02E-03	2.69E-02	1.97E-02	7.14E-03
0.100	0.400	1.22E-01	6.35E-02	2.24E-02	1.72E-02	5.02E-03	1.80E-02	2.31E-02	8.70E-03
0.100	0.500	1.18E-01	6.85E-02	2.49E-02	1.72E-02	5.02E-03	1.24E-02	2.56E-02	9.92E-03
0.100	0.600	1.17E-01	7.22E-02	2.67E-02	1.72E-02	5.02E-03	8.76E-03	2.75E-02	1.09E-02
0.100	0.800	1.15E-01	7.70E-02	2.92E-02	1.72E-02	5.02E-03	4.52E-03	2.99E-02	1.21E-02
0.100	1.000	1.15E-01	7.95E-02	3.05E-02	1.72E-02	5.02E-03	2.43E-03	3.11E-02	1.28E-02
0.100	1.200	1.15E-01	8.08E-02	3.12E-02	1.72E-02	5.02E-03	1.39E-03	3.18E-02	1.31E-02
0.100	1.400	1.15E-01	8.15E-02	3.17E-02	1.72E-02	5.02E-03	8.27E-04	3.22E-02	1.33E-02
0.100	1.600	1.15E-01	8.19E-02	3.19E-02	1.72E-02	5.02E-03	5.11E-04	3.24E-02	1.34E-02
0.100	1.800	1.15E-01	8.22E-02	3.20E-02	1.72E-02	5.02E-03	3.37E-04	3.25E-02	1.35E-02
0.100	2.000	1.15E-01	8.23E-02	3.21E-02	1.72E-02	5.02E-03	2.60E-04	3.25E-02	1.35E-02
0.100	2.500	1.15E-01	8.24E-02	3.21E-02	1.72E-02	5.02E-03	1.63E-04	3.26E-02	1.36E-02
0.100	3.000	1.15E-01	8.25E-02	3.22E-02	1.72E-02	5.02E-03	1.15E-04	3.26E-02	1.36E-02
0.100	4.000	1.15E-01	8.25E-02	3.22E-02	1.72E-02	5.02E-03	4.04E-05	3.26E-02	1.36E-02
0.100	5.000	1.15E-01	8.25E-02	3.22E-02	1.72E-02	5.02E-03	2.45E-05	3.27E-02	1.36E-02
0.100	7.000	1.15E-01	8.26E-02	3.23E-02	1.72E-02	5.02E-03	1.51E-05	3.27E-02	1.36E-02
0.100	10.000	1.15E-01	8.25E-02	3.22E-02	1.72E-02	5.02E-03	4.55E-06	3.27E-02	1.36E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M7-M5 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.52E-01	1.06E-02	3.25E-02	5.02E-03	1.72E-02	1.04E-01	2.79E-03	7.67E-03
0.100	0.100	2.17E-01	1.15E-02	3.55E-02	5.02E-03	1.72E-02	8.52E-02	3.24E-03	9.13E-03
0.100	0.120	1.94E-01	1.24E-02	3.83E-02	5.02E-03	1.72E-02	7.19E-02	3.68E-03	1.06E-02
0.100	0.130	1.86E-01	1.28E-02	3.97E-02	5.02E-03	1.72E-02	6.67E-02	3.90E-03	1.12E-02
0.100	0.150	1.72E-01	1.37E-02	4.23E-02	5.02E-03	1.72E-02	5.80E-02	4.32E-03	1.26E-02
0.100	0.180	1.57E-01	1.49E-02	4.61E-02	5.02E-03	1.72E-02	4.82E-02	4.94E-03	1.44E-02
0.100	0.200	1.50E-01	1.57E-02	4.84E-02	5.02E-03	1.72E-02	4.31E-02	5.33E-03	1.56E-02
0.100	0.250	1.38E-01	1.75E-02	5.37E-02	5.02E-03	1.72E-02	3.34E-02	6.26E-03	1.83E-02
0.100	0.300	1.31E-01	1.93E-02	5.83E-02	5.02E-03	1.72E-02	2.67E-02	7.12E-03	2.06E-02
0.100	0.400	1.23E-01	2.22E-02	6.57E-02	5.02E-03	1.72E-02	1.77E-02	8.60E-03	2.43E-02
0.100	0.500	1.20E-01	2.45E-02	7.11E-02	5.02E-03	1.72E-02	1.22E-02	9.76E-03	2.70E-02
0.100	0.600	1.18E-01	2.63E-02	7.50E-02	5.02E-03	1.72E-02	8.55E-03	1.06E-02	2.89E-02
0.100	0.800	1.17E-01	2.86E-02	8.00E-02	5.02E-03	1.72E-02	4.37E-03	1.18E-02	3.14E-02
0.100	1.000	1.17E-01	2.99E-02	8.25E-02	5.02E-03	1.72E-02	2.34E-03	1.24E-02	3.26E-02
0.100	1.200	1.17E-01	3.05E-02	8.38E-02	5.02E-03	1.72E-02	1.34E-03	1.27E-02	3.33E-02
0.100	1.400	1.17E-01	3.09E-02	8.45E-02	5.02E-03	1.72E-02	7.97E-04	1.29E-02	3.37E-02
0.100	1.600	1.17E-01	3.11E-02	8.49E-02	5.02E-03	1.72E-02	4.90E-04	1.30E-02	3.39E-02
0.100	1.800	1.17E-01	3.12E-02	8.52E-02	5.02E-03	1.72E-02	3.22E-04	1.31E-02	3.40E-02
0.100	2.000	1.17E-01	3.13E-02	8.52E-02	5.02E-03	1.72E-02	2.49E-04	1.31E-02	3.40E-02
0.100	2.500	1.17E-01	3.13E-02	8.53E-02	5.02E-03	1.72E-02	1.52E-04	1.32E-02	3.41E-02
0.100	3.000	1.17E-01	3.14E-02	8.54E-02	5.02E-03	1.72E-02	1.10E-04	1.32E-02	3.41E-02
0.100	4.000	1.17E-01	3.14E-02	8.54E-02	5.02E-03	1.72E-02	3.87E-05	1.32E-02	3.41E-02
0.100	5.000	1.17E-01	3.14E-02	8.55E-02	5.02E-03	1.72E-02	2.32E-05	1.32E-02	3.41E-02
0.100	7.000	1.17E-01	3.15E-02	8.55E-02	5.02E-03	1.72E-02	1.45E-05	1.32E-02	3.42E-02
0.100	10.000	1.17E-01	3.14E-02	8.55E-02	5.02E-03	1.72E-02	4.39E-06	1.32E-02	3.41E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M8-M7-M6 *
**************************
